Gamme;Nom;Laboratoire;cip7;cip13;EAN;Prix;Remise client;Prix remisé;Quantité minimum;Quantité par multiple
PLANTES UNITAIRES BIO GELULES;Vigne rouge Bte/30;DAYANG;6247141;;3760162131895;9.9;40;5.9400;1.0000;0.0000
MICROBIOTE;(DLC 8 MOIS) Flash-biote sachets Bte/4;DAYANG;6343939;;3760162132915;7.6;40;3.8000;1.0000;0.0000
MICRONUTRITION;Spray mélatonine Fl/20ml;DAYANG;6355255;;3760162133097;8.5;40;5.1000;1.0000;0.0000
MICRONUTRITION;Circulation gélules Bte/30;DAYANG;6377605;;3760162133516;9.8;40;5.8800;1.0000;0.0000
PRINCI B;Comprimé pelliculé Bte/30;SERP;3418869;;3400934188695;11.15;19;9.0300;1.0000;0.0000
BRONCHODERMINE;Pommade Tube/60g;SERP;3015798;;3400930157985;7.04;19;5.7000;1.0000;0.0000
CHLORUMAGENE;Poudre orale Bte/100g;SERP;3022315;;3400930223154;9.97;19;8.0800;1.0000;0.0000
FONCITRIL 4000;Granulé sachets Bte/30;SERP;3040939;;3400930409398;14.67;19;11.8800;1.0000;0.0000
VIBTIL DIGEST;Tilleul gélules Bte/40;SERP;6253337;;3701161200021;7.98;19;6.4600;1.0000;0.0000
JET DENTAIRE;MY FIRST Jet Dentaire Ultra Compact Vert sauge;NEOPULSE;;;3770014324504;80.58;35;52.3800;1.0000;0.0000
NEOSONIC;Brosse à dents électrique lilas;NEOPULSE;;;3770014324498;75.36;35;48.9800;1.0000;0.0000
GALETTE;Nature Bte/16;PROTIBIS;;;3401563218050;4;25;3.0000;1.0000;0.0000
GALETTE;Cacao Bte/16;PROTIBIS;;;3401060106782;4;25;3.0000;1.0000;0.0000
GALETTE;Coco Bte/16;PROTIBIS;;;3770020063008;4;25;3.0000;1.0000;0.0000
GALETTE;Spéculoos Bte/16;PROTIBIS;;;3770020063015;4;25;3.0000;1.0000;0.0000
HOMME;Lotion après-rasage Fl/100ml;WELEDA;;;3596207201960;12.4;17;10.2900;1.0000;0.0000
BRUME PARFUMEE CORPS ET CHEVEUX;Trousse de voyage;LES PETITS BAINS DE PROVENCE;;;3701063812643;18.95;40;11.3700;1.0000;0.0000
BRUME PARFUMEE CORPS ET CHEVEUX;Constellation dorée Spray/100ml;LES PETITS BAINS DE PROVENCE;;;3701063812582;10.95;40;6.5700;1.0000;0.0000
BRUME PARFUMEE CORPS ET CHEVEUX;Nectar des îles Spray/250ml;LES PETITS BAINS DE PROVENCE;;;3701063810946;13.90;40;8.3400;1.0000;0.0000
HAPPY;Couches bébé juniors T5 11-18kg /52;SOINEO;;;5900516605520;24.84;45;13.6600;1.0000;0.0000
HAPPY;Couches bébé midi T3 5-9kg /70;SOINEO;;;5900516605407;26.89;45;14.7895;1.0000;0.0000
SOLAIRE;Huile solaire à l'huile d'abricot SPF50 BIO Spray/150ml;LA ROSEE;;;3770000717334;14.17;9;12.8900;1.0000;0.0000
ORAL B;Dentifrice 3D White advanced luxe charbon Tube/75ml;PROCTER & GAMBLE HEALTH;;;8006540882320;6.08;25;4.5600;1.0000;0.0000
NOEL;Calendrier de l'avent;PARISAX;;;3700155369706;20;30;14.0000;1.0000;0.0000
COFFRET;DUO détox & gingembre citron sachets Bte/34;YOGI TEA;;;4012824424326;5.41;10;4.8700;1.0000;0.0000
RESCUE;Kids goût fraise Compte-gouttes/10 ml;FAMADEM;;;5000488304398;12.5;10;11.2500;1.0000;0.0000
SOIN VISAGE;Masque visage purifiant BIO Tube/50ml;AVRIL COSMETIQUE BIO;;;3662217018536;4.23;30;2.9600;1.0000;0.0000
GELULES;Collagène marin gélules Bte/120;DAYANG;6361141;;3760162133165;12.5;40;7.5000;1.0000;0.0000
ALOE VERA;Shampoing à la Kératine Fl pompe/500ml;ROSEBAIE;;;8059307161701;21.99;56;9.6800;1.0000;0.0000
LUXEOL;Infusion pousse sachets Bte/30;LUXEOL (NUTRAVALIA);;;3760007337925;20.43;35;13.2800;1.0000;0.0000
LUXEOL;Shampooing volumateur Tube/200ml;LUXEOL (NUTRAVALIA);;;3760007337888;15.25;35;9.9100;1.0000;0.0000
LUXEOL;Après-shampooing volumateur Tube/200ml;LUXEOL (NUTRAVALIA);;;3760007338021;17.56;35;11.4100;1.0000;0.0000
LUXEOL;Spray volumateur /150ml;LUXEOL (NUTRAVALIA);;;3760007338038;24.69;35;16.0500;1.0000;0.0000
SYNTHOLKINE;Patchs flexibles multi zones patchs Bte/4;EG LABO;;;3615840000515;10.22;23;7.8700;1.0000;0.0000
CREALINE;RUPTURE LABO (INDETERMINEE) Contour des yeux Tube/15ml;BIODERMA;6362934;;3701129811412;13;18;10.6600;1.0000;0.0000
ROSAMED;Antirougeurs Concentré rougeurs installées peaux sensibles Fl pompe/30 ml;AVENE;;;3282770392920;16.62;15;14.1300;1.0000;0.0000
ABCDERM;Cold cream Fl pompe/1L;BIODERMA;;;3701129801543;16.36;20;13.0900;1.0000;0.0000
ATODERM;Gel douche Tube/100ml;BIODERMA;;;3401354309233;4.33;18;3.5500;1.0000;0.0000
ATODERM;Huile de douche Tube/100ml;BIODERMA;;;3401528520037;4.93;18;4.0400;1.0000;0.0000
SEBIUM;Kerato+ Gel crème Tube/30ml;BIODERMA;;;3701129805367;11.3;18;9.2700;1.0000;0.0000
GINKO+ CIRCULATION;Jambes légères Fl/250ml;BOUCHARA;;;3665490000274;12.8;24;9.7280;1.0000;0.0000
GINKO+ CIRCULATION;Jambes légères comprimés Bte/30;BOUCHARA;;;3665490000304;14.8;24;11.2480;1.0000;0.0000
COLD CREAM;Crème protectrice Tube/100ml;URIAGE;;;3661434010156;10;19;8.1000;1.0000;0.0000
NUTRIEXPERT;Ginseng rouge gélules végétales Bte/60;INELDEA;;;3700225621581;9.05;10;8.1450;1.0000;0.0000
NUTRIEXPERT;Ail noir gélules végétales Bte/60;INELDEA;;;3700225605598;8.25;10;7.4250;1.0000;0.0000
NUTRIEXPERT;Ginkgo biloba gélules végétales Bte/60;INELDEA;;;3700225620157;7.70;10;6.9300;1.0000;0.0000
NUTRIEXPERT;Omega 3 capsules Bte/60;INELDEA;;;3700225620249;7.90;10;7.1100;1.0000;0.0000
NUTRIEXPERT;Solucrampes Spray/50ml;INELDEA;;;3401545623674;9.45;10;8.5050;1.0000;0.0000
ALOE VERA;96% Gel Tube/50ml;INELDEA;;;3700225623325;6.75;10;6.0750;1.0000;0.0000
PEDIEXPERT;Crème podoactiv Fl pompe/100ml;INELDEA;;;3700225622410;7.85;10;7.0650;1.0000;0.0000
PEDIAKID;RUPTURE LABO (INDETERMINEE) Transit gommes goût abricot Bte/60;INELDEA;;;3700225602757;9;10;8.1000;1.0000;0.0000
TROUSSE DE VOYAGE;Kit 9 pièces avec trousse transparente;AGETI;;;3701335901051;4;16;3.3600;1.0000;0.0000
PEDIAKID;Baume pectoral Tube/40ml;INELDEA;;;3700225602740;7.7;10;6.9300;1.0000;0.0000
NUTRIEXPERT;Spiruline gélules végétales Bte/60;INELDEA;;;3700225623479;8.50;10;7.6500;1.0000;0.0000
NUTRIEXPERT;Vitamine D3 1000 UI Fl compte goutte/20ml;INELDEA;;;3700225624315;7.10;10;6.3900;1.0000;0.0000
NUTRIEXPERT;Charbon végétal activé gélules végétales Bte/60;INELDEA;;;3700225624063;7.70;10;6.9300;1.0000;0.0000
NUTRIEXPERT;Solucrampes gélules végétales Bte/60;INELDEA;;;3700225623523;8.45;10;7.6050;1.0000;0.0000
NUTRIEXPERT;Brume assainissante aux 77 huiles essentielles Spray/250ml;INELDEA;;;3700225624308;8.80;10;7.9200;1.0000;0.0000
NUTRIEXPERT;Solu ronfl' pastilles Bte/30;INELDEA;;;3700225623950;14.05;10;12.6450;1.0000;0.0000
NUTRIEXPERT;Solu ronfl' pastilles Bte/15;INELDEA;;;3700225623943;7.85;10;7.0650;1.0000;0.0000
NUTRIEXPERT;RUPTURE LABO (INDETERMINEE) Silicium organique gélules végétales Bte/60;INELDEA;;;3700225623981;10.25;10;9.2250;1.0000;0.0000
HOMME;(DLC 6 MOIS) Sérum multi-action Fl pompe/30ml;WELEDA;;;4001638589574;14.8;17;5.9200;1.0000;0.0000
SAFORELLE;Pelvi'tonic rééducation du périnée;BIOCODEX (IPRAD);;;3700399102152;30.83;15;26.2055;1.0000;0.0000
SAFORELLE ESSENTIAL;RUPTURE LABO (INDETERMINEE) Soin lavant intime apaisant Kit à reconstituer;BIOCODEX (IPRAD);;;3700399102800;10.76;15;9.1460;1.0000;0.0000
SAFORELLE COTON PROTECT;Protèges-slips pockets Bte/20;BIOCODEX (IPRAD);;;3700399102176;4.86;15;4.1300;1.0000;0.0000
SAFORELLE CULOTTE MENSTRUELLE;Classic flux normal taille 42;BIOCODEX (IPRAD);;;3700399102480;19.41;15;16.4985;1.0000;0.0000
SAFORELLE CULOTTE MENSTRUELLE;Classic flux abondant taille 42;BIOCODEX (IPRAD);;;3700399102404;19.41;15;16.4985;1.0000;0.0000
SAFORELLE CULOTTE MENSTRUELLE;Classic flux normal taille 44;BIOCODEX (IPRAD);;;3700399102497;19.41;15;16.4985;1.0000;0.0000
HAUTE TOLERANCE;Pain/100g;ROGE CAVAILLES;;;3596490007492;5;20;4.0000;1.0000;0.0000
HAUTE TOLERANCE;Crème lavante Fl pompe/500ml;ROGE CAVAILLES;;;3596490007478;10.39;20;8.3100;1.0000;0.0000
FILMTEC;Mélatonine 1,9mg film orodispersible Bte/30;IBSA;;;3700640501536;13.5;18;11.0700;1.0000;0.0000
FILMTEC;Fer film orodispersible Bte/30;IBSA;;;3700640501550;13.5;18;11.0700;1.0000;0.0000
GEL DOUCHE SURGRAS;Souvenir d'enfance Tube/200ml;ROGE CAVAILLES;6369998;;3596490007485;5.34;20;4.2700;1.0000;0.0000
MON 1ER DEO;Déodorant 48H enfant Spray/75ml;ROGE CAVAILLES;6373715;;3596490007508;8.44;20;6.7500;1.0000;0.0000
LES HYDRATANTS;Crème perlée soin ultra-hydratant Pot/400ml;ROGE CAVAILLES;6358175;;3596490007409;13.86;20;11.0900;1.0000;0.0000
LES HYDRATANTS;Gelée-en-eau soin désaltérant Pot/200ml;ROGE CAVAILLES;;;3596490007393;12.05;20;9.6400;1.0000;0.0000
LES HYDRATANTS;Lait onctueux soin douceur Fl pompe/500ml;ROGE CAVAILLES;6358176;;3596490007423;13.86;20;11.0900;1.0000;0.0000
LES HYDRATANTS;Beurre fondant soin nourrissant Pot/200ml;ROGE CAVAILLES;6358177;;3596490007416;12.05;20;9.6400;1.0000;0.0000
LES HYDRATANTS;Crème miraculeuse soin multi-usages Tube/100ml;ROGE CAVAILLES;6358173;;3596490007379;9.34;20;7.4700;1.0000;0.0000
LAVAGE NASAL;Rhino horn rouge +12 ans;RHINO HORN;6419757;7090001493164;7090001493164;6.84;4;6.5700;1.0000;0.0000
FLECT EXPERT ;Baume chauffant Fl/50ml;IBSA;;;3700640501765;8.6;18;7.0500;1.0000;0.0000
MOXYDAR;Suspension buvable sachets Bte/16;GRIMBERG;;;3400930277638;5.3;18;4.3500;3.0000;0.0000
WATERPIK;Hydropulseur Sans Fil Select WF-10;SOFIBEL - FUMOUZE;;;73950322249;94.3000;23;72.6110;1.0000;0.0000
CYCLO 3;RUPTURE LABO (DECEMBRE) Fort gélules Bte/30;PIERRE FABRE MEDICAL CARE;3303830;;3400933038304;8.15;24;6.1940;1.0000;0.0000
CONFORT URINAIRE;Cranberry urinasol sticks Bte/20;PIERRE FABRE NATURACTIVE;6371501;;3665606002574;16.07;20;12.8560;1.0000;0.0000
BISCUIT;Petits boudoirs à la vanille Bte/120g;BABYBIO;;;3288131500218;3.75;28;2.7000;1.0000;0.0000
KIDS;Solution buvable enfants Croissance Fl/200ml;LCA;;;3661923780126;9.95;34;6.5700;1.0000;0.0000
KIDS;Solution buvable enfants Défenses naturelles Fl/200ml;LCA;;;3661923780089;9.95;34;6.5700;1.0000;0.0000
KIDS;Solution buvable enfants Douce nuit Fl/200ml;LCA;;;3661923780102;9.95;34;6.5700;1.0000;0.0000
KIDS;Solution buvable enfants Mal des transports Fl/200ml;LCA;;;3661923780157;9.95;34;6.5700;1.0000;0.0000
KIDS;Solution buvable enfants Multivitamines Fl/200ml;LCA;;;3661923780096;9.95;34;6.5700;1.0000;0.0000
KIDS;Solution buvable enfants Nez-Gorge Fl/200ml;LCA;;;3661923780133;9.95;34;6.5700;1.0000;0.0000
KIDS;Solution buvable enfants Tranquillité Fl/200ml;LCA;;;3661923780119;9.95;34;6.5700;1.0000;0.0000
KIDS;Solution buvable enfants Transit - digestion Fl/200ml;LCA;;;3661923780140;9.95;34;6.5700;1.0000;0.0000
MEPILEX BORDER FLEX OVAL;7,8cm x 10cm Bte/16;MOLNLYCKE;6383436;;7333350070717;13.01;8;11.9692;1.0000;0.0000
EAU THERMALE JONZAC REACTIVE;Crème riche apaisante BIO Tube/40ml;LEA NATURE;6347125;;3517360025569;14.08;22;10.9800;1.0000;0.0000
DEXERYL BRÛLURES;Coups de soleil gel crème Tube/150g;PIERRE FABRE MEDICAL CARE;6340988;;3573994006558;6.77;14;5.8200;1.0000;0.0000
DEXERYL;Crème Fl pompe/500g;PIERRE FABRE MEDICAL CARE;6340992;;3573994006572;11.35;14;9.7610;1.0000;0.0000
FLEURS DE BACH;Trousse en cuir;FAMADEM;;;5000488303872;13.65;15;11.6000;1.0000;0.0000
FLEURS DE BACH;Flacon en verre vide pour mélange Fl/30ml;FAMADEM;;;5000488301274;2;15;1.7000;1.0000;0.0000
CHONDROSULF;800mg comprimés Bte/30;IBSA;;;3400930281178;22.9;18;18.7800;1.0000;0.0000
CHONDROSULF;800mg comprimés Bte/90;IBSA;;;3400930281185;58.8;18;48.2200;1.0000;0.0000
NOVALAC;Novagest lait en poudre 0-12 mois Bte/800g;NHS MENARINI;;;3518074343017;29.12;24;22.1300;1.0000;0.0000
NEOKIDS;Têtes de brosse ultra-souple enfant Bte/2;NEOPULSE;;;3770014324108;14.33;35;9.3100;1.0000;0.0000
NEOSONIC;Têtes de brosse souple blanc Bte/2;NEOPULSE;;;3770014324061;14.33;35;9.3100;1.0000;0.0000
NEOSONIC;Têtes de brosse ultra-souple blanc Bte/2;NEOPULSE;;;3770014324078;14.33;35;9.3100;1.0000;0.0000
NEOSONIC;Têtes de brosse souple noir Bte/2;NEOPULSE;;;3770014324085;14.33;35;9.3100;1.0000;0.0000
STOPOTIT;Bleu;KERISORE;;;3760409800003;24.91;20.51;19.8000;1.0000;0.0000
STOPOTIT;Rose;KERISORE;;;3760409800010;24.91;20.51;19.8000;1.0000;0.0000
STOPOTIT;Orange;KERISORE;;;3760409800027;24.91;20.51;19.8000;1.0000;0.0000
ZEN-ALTITUD;Beige;KERISORE;;;3760409800034;24.91;20.51;19.8000;1.0000;0.0000
VELPEAU ECO²;Orthèse de coude Taille S;LOHMANN & RAUSCHER;6387195;;4068225055898;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de coude Taille M;LOHMANN & RAUSCHER;6387196;;4068225055911;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de coude Taille L;LOHMANN & RAUSCHER;6387197;;4068225055935;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de poignet Taille S;LOHMANN & RAUSCHER;6387203;;4068225056031;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de poignet Taille M;LOHMANN & RAUSCHER;6387204;;4068225056055;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de poignet Taille L;LOHMANN & RAUSCHER;6387205;;4068225056079;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de genou Taille S;LOHMANN & RAUSCHER;6387198;;4068225055959;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de genou Taille M;LOHMANN & RAUSCHER;6387199;;4068225055973;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de genou Taille L;LOHMANN & RAUSCHER;6387200;;4068225055997;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de genou Taille XL;LOHMANN & RAUSCHER;6387202;;4068225056017;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de cheville Taille S;LOHMANN & RAUSCHER;6387190;;4068225055812;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de cheville Taille M;LOHMANN & RAUSCHER;6387191;;4068225055836;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de cheville Taille L;LOHMANN & RAUSCHER;6387192;;4068225055850;15.14;35;9.8400;1.0000;0.0000
VELPEAU ECO²;Orthèse de cheville Taille XL;LOHMANN & RAUSCHER;6387194;;4068225055874;15.14;35;9.8400;1.0000;0.0000
ELASTOPLAST;Bande de contention cohésive chair 10cmx3.5m;ELASTOPLAST;;;4005900914200;8.55;22;6.6700;1.0000;0.0000
PETIT DRILL;Sirop nourrisson toux sèche sans sucre fraise Fl/125ml+pipette;PIERRE FABRE MEDICAL CARE;6336314;;3573994006442;6.25;20;5.0000;1.0000;0.0000
ORL;Solution pour inhalation Fl/45ml;PIERRE FABRE NATURACTIVE;6356647;3665606002437;3665606002437;7.95;20;6.3600;1.0000;0.0000
ORL;Gouttes respiratoires solution buvable Fl/90ml;PIERRE FABRE NATURACTIVE;6355784;;3665606002413;10.21;20;8.1700;1.0000;0.0000
ORL;Pastilles gorge irritée sensible Bte/24;PIERRE FABRE NATURACTIVE;6355099;;3665606002383;6.62;20;5.3000;1.0000;0.0000
POTS FRUITS;Compotée de pomme du bassin de la Loire BIO Pot/700g;VITABIO;;;3288131260006;4.03;24;3.0600;1.0000;0.0000
POTS FRUITS;Compotée de poire et pomme du bassin de la Loire BIO Pot/700g;VITABIO;;;3288131260013;4.15;24;3.1500;1.0000;0.0000
DICLOFENAC;2 % Gel Tube/30g;BIOGARAN;3027622;;3400930276228;8.77;39;5.3497;1.0000;0.0000
PASTILLES GORGE;Goût miel citron Bte/20;BIOGARAN;6356810;;3614770000725;7.3;39;4.4530;1.0000;0.0000
PARACETAMOL ;1000mg comprimé Bte/8;BIOGARAN;3027052;;3400930270523;1.68;39;1.0248;1.0000;0.0000
PARACETAMOL ;500mg comprimé Bte/16;BIOGARAN;3027051;;3400930270516;1.68;39;1.0248;1.0000;0.0000
PHLOROGLUCINOL;(DLC 6 MOIS) 80mg comprimé orodispersible Bte/10;BIOGARAN;3017920;;3400930179208;2.19;39;0.8760;1.0000;0.0000
NICOTINELL;Solution pour pulvérisation buccale 1 mg/dose Spray/13,2ml;GSK - HALEON;;;3400930276419;20.18;28;14.5296;1.0000;0.0000
NEOKIDS;Têtes de brosse ultra-souple enfant Bte/4;NEOPULSE;;;3770014324375;22.05;35;14.3300;1.0000;0.0000
NEOSONIC;Têtes de brosse ultra-souple noir Bte/2;NEOPULSE;;;3770014324092;14.33;35;9.3100;1.0000;0.0000
GEL DOUCHE SURGRAS;Aloé Vera Tube/100ml;BEAUTERRA;;;3770008167728;2.2;40;1.3200;1.0000;0.0000
ORL;Gouttes respiratoires solution buvable Fl/45ml;PIERRE FABRE NATURACTIVE;;;3665606002420;7.13;20;5.7000;1.0000;0.0000
PERUBORE;Spray nasal nez bouché Fl/30ml;MAYOLY PHARMA;6372641;;3760001043020;8.34;19;6.7600;1.0000;0.0000
DEXERYL;Crème Tube/50g;PIERRE FABRE MEDICAL CARE;6340989;;3573994006541;3.41;15;2.8985;1.0000;0.0000
MEPILEX BORDER FLEX OVAL;15cm x 19cm Bte/16;MOLNLYCKE;6383437;;7333350546625;40.06;8;36.8552;1.0000;0.0000
HUILE ESSENTIELLE;Roll-on musculaire Tube/100ml;PIERRE FABRE NATURACTIVE;;;3665606001973;14.52;20;11.6160;1.0000;0.0000
SPRAY;Insecticide pour l'habitat usage manuel Spr/250ml;BEAPHAR;;8711231210725;8711231210725;6.59;0;6.5900;1.0000;0.0000
GAMME BLANCHE;Pansements super-absorbants stériles non adhésifs 10x10cm Bte/10;ALVITA;;;6942273301313;11.43;8;10.5200;1.0000;0.0000
GAMME BLANCHE;Pansements super-absorbants stériles non adhésifs 15x20cm Bte/10;ALVITA;;;6942273301375;32.28;8;29.7000;1.0000;0.0000
GAMME BLANCHE;Pansements super-absorbants stériles non adhésifs 10x20cm Bte/10;ALVITA;;;6942273301344;22.19;8;20.4100;1.0000;0.0000
GAMME BLANCHE;Pansements super-absorbants stériles non adhésifs 20x25cm Bte/10;ALVITA;;;6942273301405;46.57;8;42.8400;1.0000;0.0000
GAMME BLANCHE;Pansements super-absorbants stériles non adhésifs 20x40cm Bte/10;ALVITA;;;6942273301436;58.93;8;54.2200;1.0000;0.0000
GAMME BLANCHE;Films adhésifs stériles transparents 10x12cm Bte/10;ALVITA;6362872;;3664666013735;12.01;39;7.3300;1.0000;0.0000
GAMME BLANCHE;Films adhésifs stériles transparents 15x20cm Bte/10;ALVITA;6362873;;3664666013728;17.19;39;10.4900;1.0000;0.0000
GAMME BLANCHE;Films adhésifs stériles transparents avec compresse 5x7cm Bte/5;ALVITA;6362869;;3664666013711;4.29;39;2.6200;1.0000;0.0000
GAMME BLANCHE;Films adhésifs stériles transparents avec compresse 9x10cm Bte/5;ALVITA;6362870;;3664666013704;6.9;39;4.2100;1.0000;0.0000
GAMME BLANCHE;Films adhésifs stériles transparents avec compresse 9x15cm Bte/5;ALVITA;6362871;;3664666013698;9.96;39;6.0800;1.0000;0.0000
LAIT INFANTILE APLV;Pepticate 1 Bte/450g;GALLIA;6241000;;8718117609437;15.61;0;15.6100;1.0000;0.0000
LAIT INFANTILE APLV;Pepticate 2 Bte/450g;GALLIA;6241002;;8718117609444;15.61;0;15.6100;1.0000;0.0000
LAIT INFANTILE APLV;(DLC 6 MOIS) Neocate 0-12 mois Bte/400g;GALLIA;6324288;;5016533654639;40.16;0;40.1600;1.0000;0.0000
EAU THERMALE JONZAC REACTIVE;Lait dermo-nettoyant haute tolérance BIO Fl/200ml;LEA NATURE;;;3517360025613;11.08;22;8.6400;1.0000;0.0000
MAG 2;24H comprimés bte/40;COOPER;;;3614810005611;17.47;35;11.3555;1.0000;0.0000
EAU THERMALE JONZAC REACTIVE;Crème légère apaisante BIO Tube/40ml;LEA NATURE;;;3517360025576;14.08;22;10.9800;1.0000;0.0000
DENTIFRICE;Enfant 1-6 ans à la fraise BIO Tube/50ml;LA ROSEE;;;3770000717631;3;9;2.7300;1.0000;0.0000
POD;Chlorhexidine aqueuse 0,5% 5ml Bte/10;GILBERT;;;3518646217159;6.65;44;3.7240;1.0000;0.0000
DOLPIC;Baume chauffant Tube/100ml;SICOBEL;;;3760185110020;13.38;31;9.2300;1.0000;0.0000
DOLPIC;Gel cryo Tube/100ml;SICOBEL;;;3760099702502;9.25;31;6.3800;1.0000;0.0000
DOLPIC;Cryo Roll-on/50ml;SICOBEL;;;3760099702526;7.94;31;5.4800;1.0000;0.0000
OSMAE;Shampoing douche délice de karité Tube/200ml;SICOBEL;;;3760099702458;3.92;48.21;2.0302;1.0000;0.0000
OSMAE;Shampoing douche figuier sauvage Tube/200ml;SICOBEL;;;3760099700232;3.92;48.21;2.0302;1.0000;0.0000
OSMAE;Shampoing douche paradisiaque tiaré Tube/200ml;SICOBEL;;;3760099700270;3.92;48.21;2.0302;1.0000;0.0000
CONFISERIE AVEC SUCRES;(DLC 6 MOIS) Caramels tendres Sach/100g;SOLENS;;;3760099702489;3.48;28;1.3920;1.0000;100.0000
ULTIMA;Sinergity™ 1er âge Bte/780g;LES LABORATOIRES GUIGOZ;6378518;;8445290941190;33.44;34;22.0704;1.0000;0.0000
ELGYDIUM;RUPTURE LABO (INDETERMINEE) Repair gel pour application buccale Tube/15ml;PIERRE FABRE ORAL CARE;;;3577056026720;5.87;14;5.0482;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Roller Pure Heat Fl/75ml;PURESSENTIEL;6265598;;3701056802156;12.35;30;8.6500;1.0000;0.0000
SOPHIE LA GIRAFE;Coffret 'Sauvons les Girafes' ;AGETI;;;3056565165149;15.55;18;12.7500;1.0000;0.0000
KLORANE CAPILLAIRE;Shampoing désaltérant au figuier de barbarie Fl/400ml;KLORANE;;;3282770394535;10.06;14;8.6500;1.0000;0.0000
KLORANE CAPILLAIRE;Après-shampoing désaltérant au figuier de barbarie Tube/200ml;KLORANE;;;3282770394580;10.21;14;8.7800;1.0000;0.0000
KLORANE CAPILLAIRE;Shampoing désaltérant au figuier de barbarie Fl/200ml;KLORANE;;;3282770394528;7.06;14;6.0700;1.0000;0.0000
KLORANE CAPILLAIRE;Sérum désaltérant au figuier de barbarie Fl pompe/100ml;KLORANE;;;3282770394634;11.81;14;10.1600;1.0000;0.0000
KLORANE CAPILLAIRE;Masque repulpant au figuier de barbarie Pot/250ml;KLORANE;;;3282770394832;16.52;14;14.2100;1.0000;0.0000
CRÈME MULTI-USAGE;Universelle hydratante Pot/400ml;BEAUTERRA;6365077;;3770008167827;9.99;40;5.9900;1.0000;0.0000
CRÈME MULTI-USAGE;Universelle nourrissante Pot/400ml;BEAUTERRA;6365073;;3770008167780;9.99;40;5.9900;1.0000;0.0000
COLLAGEN PEPTIDES;Poudre non aromatisée Bte/284g;VITAL PROTEINS;;;8445291269590;22.39;18;18.3600;1.0000;0.0000
ULTIMA;Sinergity™ 2ème âge Bte/780g;LES LABORATOIRES GUIGOZ;6378519;;8445291000681;33.44;34;22.0704;1.0000;0.0000
BEBE EXPERT GUMILK;RUPTURE LABO (DECEMBRE) Poudre épaississante Bte/135g;GALLIA;6383256;;3041092009097;9.1;25;6.8250;1.0000;0.0000
BLEDINA INTRODUCTION DES FRUITS A COQUES;Gourde pomme amande Bte/4;GALLIA;;;3041091911292;5.04;34;3.3264;1.0000;0.0000
BLEDINA INTRODUCTION DES FRUITS A COQUES;(DLC 3 MOIS) Gourde poire amande Bte/4;GALLIA;;;3041091911513;5.04;34;2.0160;1.0000;0.0000
BLEDINA INTRODUCTION DES FRUITS A COQUES;(DLC 3 MOIS) Gourde pomme abricot noix de cajoux Bte/4;GALLIA;;;3041091973290;5.04;34;2.0160;1.0000;0.0000
BLEDINA BRASSÉS 100 % VEGETAL;(DLC 6 MOIS) Pot pomme fraise au lait de coco 95g Bte/4;GALLIA;;;3041091970305;3.41;34;1.7050;1.0000;0.0000
BLEDINA LES RECOLTES BIO;(DLC 6 MOIS) Pot brocolis petits pois potimarron 130g Bte/3;GALLIA;;;3041091829498;3.97;34;1.9850;1.0000;0.0000
BLEDINA LES RECOLTES BIO;(DLC 6 MOIS) Pot pomme mûre pruneau 130g Bte/3;GALLIA;;;3041091902184;4.05;34;2.0250;1.0000;0.0000
BLEDINA LES RECOLTES BIO;(DLC 3 MOIS) Pot pomme ananas fraise poire 130g Bte/3;GALLIA;;;3041091902207;4.05;34;1.6200;1.0000;0.0000
CLEANANCE;Aqua-gel matifiant Pot/50ml;AVENE;;;3282770146394;12.36;15;10.5060;1.0000;0.0000
CUTALGAN;Roll-on pocket effet frais ultra-calmant Fl/10ml;A-DERMA;;;3282770388848;5.51;13;4.7900;1.0000;0.0000
EPITHELIALE;AH Baume ultra repair Tube/50g;A-DERMA;;;3282770393712;9.61;12;8.4600;1.0000;0.0000
SOIN VISAGE;Sérum purifiant BIO Fl/30ml;AVRIL COSMETIQUE BIO;;;3662217017119;7.61;29;5.4000;1.0000;0.0000
SOIN VISAGE;Sérum unifiant BIO Fl pompe/30ml;AVRIL COSMETIQUE BIO;;;3662217017454;7.61;29;5.4000;1.0000;0.0000
EAU FLORALE;Bleuet BIO Spray/200ml;AVRIL COSMETIQUE BIO;;;3662217012633;6.77;30;4.7400;1.0000;0.0000
