Gamme;Nom;Laboratoire;cip7;cip13;EAN;Prix;Remise client;Prix remisé;Quantité minimum;Quantité par multiple
PURESSENTIEL ARTICULATIONS ET MUSCLES;Roller aux huiles essentielles Roll-on/75ml;PURESSENTIEL;4625990;3401546259902;3401546259902;12.65;30;8.8600;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Patchs chauffants aux 14 Huiles essentielles Bte/3;PURESSENTIEL;5127745;3401351277450;3401351277450;12.89;30;9.0200;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Gel aux 14 Huiles essentielles Tube/60ml;PURESSENTIEL;9709740;3401397097401;3401397097401;10.4;30;7.2800;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Baume de massage Resp'ok Tube/50ml;PURESSENTIEL;4397922;3401543979223;3401543979223;8.95;30;6.2700;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Spray aérien Resp OK Spr/20ml;PURESSENTIEL;6173906;3701056801241;3701056801241;8.16;30;5.7100;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Inhaleur nasal Resp OK /1ml;PURESSENTIEL;9661039;3401396610397;3401396610397;4.92;30;3.4400;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Spray gorge Spr/15ml;PURESSENTIEL;9718325;3401597183256;3401597183256;8.95;30;6.2700;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Inhalation humide Resp OK Fl/50ml;PURESSENTIEL;5173538;3401551735385;3401551735385;8.4;30;5.8800;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Gommes menthe eucalyptus Bte/45g;PURESSENTIEL;9718348;3401597183485;3401597183485;6.1;30;4.2700;1.0000;0.0000
HUILE ESSENTIELLE;BIO Lavande fine Fl/10ml;PIERRE FABRE NATURACTIVE;6157888;;3700027699986;8.2;20;6.5600;1.0000;0.0000
HUILE ESSENTIELLE;BIO Menthe poivrée Fl/10ml;PIERRE FABRE NATURACTIVE;6168391;;3665606000198;7.83;20;6.2600;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Arbre à Thé BIO Fl/10ml;PURESSENTIEL;9942258;3401599422582;3401599422582;6.78;30;4.7500;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Eucalyptus radié BIO Fl/10ml;PURESSENTIEL;9942407;3401599424074;3401599424074;5.8;30;4.0600;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Hélichryse BIO Fl/5ml;PURESSENTIEL;9942502;3401399425028;3401399425028;24.58;30;17.2100;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Lavande Aspic BIO Fl/10ml;PURESSENTIEL;9942548;3401599425484;3401599425484;6.75;30;4.7300;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Lavande Vraie BIO Fl/10ml;PURESSENTIEL;9942525;3401599425255;3401599425255;8.55;30;5.9900;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Lavandin super BIO Fl/10ml;PURESSENTIEL;9942554;3401599425545;3401599425545;4.83;30;3.3800;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Orange douce BIO Fl/10ml;PURESSENTIEL;9945392;3401599453920;3401599453920;4.4;30;3.0800;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Thym à thymol BIO Fl/5ml;PURESSENTIEL;9945512;3401599455122;3401599455122;7.48;30;5.2400;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Ylang-Ylang BIO Fl/5ml;PURESSENTIEL;9945529;3401399455292;3401399455292;7.35;30;5.1500;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Citronnelle de Java BIO Fl/10ml;PURESSENTIEL;9942330;3401599423305;3401599423305;4.55;30;3.1900;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Citron BIO Fl/10ml;PURESSENTIEL;9942324;3401599423244;3401599423244;5.49;30;3.8400;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Eucalyptus globuleux BIO Fl/10ml;PURESSENTIEL;9942382;3401599423824;3401599423824;4.75;30;3.3300;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Gaultherie BIO Fl/10ml;PURESSENTIEL;9942436;3401399424366;3401399424366;6.38;30;4.4700;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Giroflier BIO Fl/5ml;PURESSENTIEL;9942494;3401599424944;3401599424944;4.8;30;3.3600;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Niaouli BIO Fl/10ml;PURESSENTIEL;9945386;3401599453869;3401599453869;5.28;30;3.7000;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Géranium BIO Fl/5ml;PURESSENTIEL;9942471;3401599424715;3401599424715;6.54;30;4.5800;1.0000;0.0000
PURESSENTIEL HUILE ESSENTIELLE;Menthe poivrée BIO Fl/10ml;PURESSENTIEL;9942608;3401599426085;3401599426085;7.15;30;5.0100;1.0000;0.0000
PURESSENTIEL ANTI-POUX;Shampoing quotidien Pouxdoux BIO Fl/200ml;PURESSENTIEL;4079783;3401340797839;3401340797839;8.8;30;6.1600;1.0000;0.0000
PURESSENTIEL ANTI-POUX;Lotion Fl/100ml;PURESSENTIEL;9843585;3401098435854;3401098435854;13.78;30;9.6500;1.0000;0.0000
PURESSENTIEL ANTI-POUX;Lotion Fl/100ml + peigne;PURESSENTIEL;9848950;3401098489505;3401098489505;18.2;30;12.7400;1.0000;0.0000
PURESSENTIEL ANTI-POUX;Répulsif Spray/75ml;PURESSENTIEL;9842628;3401398426286;3401398426286;10.47;30;7.3300;1.0000;0.0000
PURESSENTIEL ASSAINISSANT;Spray 41 aérien Spr/75ml;PURESSENTIEL;5162546;3401351625466;3401351625466;11.1;30;7.7700;1.0000;0.0000
PURESSENTIEL ASSAINISSANT;Spray 41 aérien Spr/200ml;PURESSENTIEL;4392675;3401343926755;3401343926755;20.12;30;14.0800;1.0000;0.0000
PURESSENTIEL ASSAINISSANT;Spray 41 aérien Spr/500ml;PURESSENTIEL;4071184;3401540711840;3401540711840;40.57;30;28.4000;1.0000;0.0000
PURESSENTIEL SOMMEIL DETENTE;Roller stress aux huiles essentielles Fl/5ml;PURESSENTIEL;4625955;3401546259551;3401546259551;8.65;30;6.0600;1.0000;0.0000
PURESSENTIEL SOMMEIL DETENTE;Spray aérien Spr/75ml;PURESSENTIEL;4505783;3401545057837;3401545057837;14.65;30;10.2600;1.0000;0.0000
CLIMAXOL;Solution buvable Fl/60ml;LEHNING;3820465;3400938204650;3400938204650;11.1;16;9.3200;6.0000;0.0000
CHOPHYTOL;20% Solution buvable Fl/120ml;MAYOLY PHARMA;3022798;3400930227985;3400930227985;5.52;19;4.4700;3.0000;0.0000
MILDAC;600mg Comprimés enrobés Bte/15;NHS MENARINI;3872433;3400938724332;3400938724332;20.41;34;13.4700;0.0000;0.0000
MILDAC;300mg Comprimés pelliculés Bte/40;NHS MENARINI;3626177;3400936261778;3400936261778;21.28;34;14.0400;0.0000;0.0000
RHINALLERGY;Comprimés à sucer Bte/40;BOIRON;3917213;3400939172132;3400939172132;7.05;19;5.7100;1.0000;0.0000
ALLERGIE;Reactine 10mg comprimés Bte/7;KENVUE - JOHNSON ET JOHNSON;3802131;3400938021318;3400938021318;6.16;18;5.0500;12.0000;0.0000
LERGYPAX;Comprimés orodispersibles Bte/40;LEHNING;2189800;3400921898002;3400921898002;9.1;16;7.6400;3.0000;0.0000
SANTAHERBA;Solution buvable Fl/30ml;LEHNING;3094289;3400930942895;3400930942895;10.5;16;8.8200;3.0000;0.0000
DRILL ALLERGIE;10mg Comprimés à sucer Bte/7;PIERRE FABRE MEDICAL CARE;3815352;3400938153521;3400938153521;5.4;25;4.0500;1.0000;0.0000
ZYRTECSET;10mg Comprimés pelliculés sécables Bte/7;ZAMBON;3646168;3400936461680;3400936461680;5.3;30;3.7100;1.0000;0.0000
CIALIS;20mg Comprimés pelliculés Bte/8;LILLY;3608015;3400936080157;3400936080157;96.27;10;86.6400;1.0000;0.0000
CIALIS;5mg Comprimés pelliculés Bte/28;LILLY;3805454;3400938054545;3400938054545;93.15;10;83.8400;1.0000;0.0000
CINQ SUR CINQ;Diffuseur électrique double usage anti-moustique;CHAUVIN BAUSCH & LOMB;6021638;3401560216387;3401560216387;7.25;0;7.2500;1.0000;0.0000
ALOPEXY 5%;Solution application cutanée 3Fl/60ml;PIERRE FABRE MEDICAL CARE;3844046;3400938440461;3400938440461;21.3;24;16.1880;1.0000;0.0000
ALOPEXY 2%;Solution application cutanée 3Spr/60ml;PIERRE FABRE MEDICAL CARE;3643075;3400936430754;3400936430754;12.85;24;9.7700;1.0000;0.0000
LOBAMINE CYSTEINE;RUPTURE LABO (INDETERMINEE) Gélules Bte/120;PIERRE FABRE MEDICAL CARE;3646240;3400936462403;3400936462403;14.1;18;11.5620;1.0000;0.0000
DAFLON 500;Comprimés pelliculés Bte/60;SERVIER;3834183;3400938341836;3400938341836;15.98;22;12.4600;1.0000;0.0000
GELANTISTAX;Gel double fraicheur Tube/125ml;EG LABO;7017558;3401562526422;3401570175582;9.50;24;7.2200;1.0000;0.0000
GRANIONS;RUPTURE LABO (INDETERMINEE) Veinomix comprimés Bte/60;EA PHARMA;5386257;3401553862577;3518681006473;26.5;23;20.4050;1.0000;0.0000
RAP PHYTO;Crème apaisante jambes légères Tube/100ml;BIOCODEX (IPRAD);7710897;3401377108974;3401377108974;5.91;19;4.7871;1.0000;0.0000
TANAKAN;40mg solution buvable Fl/90ml;MAYOLY PHARMA;3302799;3400933027995;3400933027995;16.47;14;14.1600;3.0000;0.0000
TANAKAN;40mg comprimés Bte/90;MAYOLY PHARMA;3299063;3400932990634;3400932990634;16.72;14;14.3800;3.0000;0.0000
ESBERIVEN FORT;RUPTURE LABO (INDETERMINEE) Comprimés enrobés Bte/30;AMDIPHARM;3361951;3400933619510;3400933619510;6.93;25;5.1975;1.0000;0.0000
ESBERIVEN FORT;Comprimés enrobés Bte/60;AMDIPHARM;3949897;3400939498973;3400939498973;13.05;35;8.4800;1.0000;0.0000
CIRCULATION;Endotelon 150mg comprimé Bte/60;CHEPLAPHARM ;3636709;3400936367098;3400936367098;12.12;10;10.9080;1.0000;0.0000
GINKOR FORT;Gélules Bte/30;BOUCHARA;3304321;3400933043216;3400933043216;8.25;23;6.3500;6.0000;0.0000
GINKOR FORT;Gélules Bte/60;BOUCHARA;3304344;3400933043445;3400933043445;14.25;22;11.1200;6.0000;0.0000
GRANIONS;Or ampoule 2ml Bte/30;EA PHARMA;3943860;3400939438603;3400939438603;13;24;9.8800;1.0000;0.0000
GRANIONS;Décontractant musculaire Solution buvable ampoule 2ml Bte/30;EA PHARMA;5143394;3401551433946;3760155210538;13.3;24;10.1080;1.0000;0.0000
GRANIONS;Sélénium Solution buvable ampoule 2ml Bte/30;EA PHARMA;3666739;3400936667396;3400936667396;13;24;9.8800;1.0000;0.0000
CHONDROSTEO +;Gel massage musculaire Tube/100ml;EA PHARMA;6034939;;3518681007562;13.5;24;10.2600;1.0000;0.0000
AZINC FORME VITALITE;Gélules dès 15ans Bte/60;ARKOPHARMA;4014855;3401540148554;3401540148554;10.5;35;6.8250;1.0000;0.0000
AZINC FORME VITALITE;Gélules dès 15 ans Bte/120;ARKOPHARMA;4014849;3401540148493;3401540148493;16.95;30;11.8650;1.0000;0.0000
ARKOMAG;Magnésium B6 Bte/120 gélules;ARKOPHARMA;;;3578835503982;9.65;30;6.7550;1.0000;0.0000
ACTIVOX;Comprimé à sucer citron Bte/24;ARKOPHARMA;6185928;3401561859286;3401561859286;7.1;30;4.9700;1.0000;0.0000
ACTIVOX;Pastilles sans sucre menthe eucalyptus Bte/24;ARKOPHARMA;6554975;3401565549756;3401565549756;6.8;35;4.4200;1.0000;0.0000
ACTIVOX;Pastilles sans sucre miel citron Bte/24;ARKOPHARMA;6554969;3401565549695;3401565549695;6.8;35;4.4200;1.0000;0.0000
GRANIONS;Bismuth Solution buvable ampoule 2ml Bte/10;EA PHARMA;3046221;3400930462218;3400930462218;7.3;24;5.5500;1.0000;0.0000
GRANIONS;Cuivre Solution buvable ampoule 2ml Bte/30;EA PHARMA;3754604;3400937546041;3400937546041;13;24;9.8800;1.0000;0.0000
GRANIONS;Argent Solution buvable ampoule 2ml Bte/30;EA PHARMA;3943883;3400939438832;3400939438832;13;24;9.8800;1.0000;0.0000
GRANIONS;Somdor+ comprimés Bte/30;EA PHARMA;5437233;;3760155210637;16.7;23;12.8590;1.0000;0.0000
GRANIONS;Lithium Solution buvable ampoule 2ml Bte/30;EA PHARMA;3666722;3400936667228;3400936667228;13;24;9.8800;1.0000;0.0000
GRANIONS;Magnésium Solution buvable ampoule 2ml Bte/30;EA PHARMA;3666745;3400936667457;3400936667457;13;24;9.8800;1.0000;0.0000
GRANIONS;Mélatonine gélules Bte/60;EA PHARMA;6285386;;3760155210972;13.2;24;10.0320;1.0000;0.0000
SPASMAG;Gélule Bte/60;GRIMBERG;3236909;3400932369096;3400932369096;4.47;18;3.6700;6.0000;0.0000
CHRONODORM;Mélatonine 1mg comprimés sublinguaux Bte/30;BIOCODEX (IPRAD);6008262;3401560082623;3401560082623;6.7;19;5.4270;1.0000;0.0000
CYS-CONTROL;Flash 36mg gélules Bte/20;ARKOPHARMA;6313160;3401563131601;3401563131601;13.4;35;8.7100;1.0000;0.0000
GRANIONS;Ménopause gélules Bte/28;EA PHARMA;5437351;;3760155210699;23;23;17.7100;1.0000;0.0000
GRANIONS;Chrome 200µg Solution buvable ampoule 2ml Bte/30;EA PHARMA;5110006;3401551100060;3760155210446;17.8;23;13.7060;1.0000;0.0000
ARKOGELULES;Levure de bière BIO Bte/45;ARKOPHARMA;6043403;;3578835500585;8.35;32;5.6780;1.0000;0.0000
BEBE;Suppositoires glycerine Bte/10;GIFRER;3391544;3400933915445;3400933915445;2.28;40;1.3700;3.0000;0.0000
LANSOYL;Gel oral sans sucre Pot/215g;KENVUE - JOHNSON ET JOHNSON;3323407;3400933234072;3400933234072;7.85;20;6.2800;6.0000;0.0000
MICROLAX;Solution rectale 12Unid/5ml;KENVUE - JOHNSON ET JOHNSON;3496881;3400934968815;3400934968815;10.5;20;8.4000;12.0000;0.0000
MICROLAX;Solution rectale 4Unid/5ml;KENVUE - JOHNSON ET JOHNSON;3496875;3400934968754;3400934968754;5.28;20;4.2200;12.0000;0.0000
MICROLAX;Solution rectale bébé 4Unid/3ml;KENVUE - JOHNSON ET JOHNSON;3544545;3400935445452;3400935445452;5.59;20;4.4700;12.0000;0.0000
LANSOYL;Gel oral framboise Pot/225g;KENVUE - JOHNSON ET JOHNSON;3057035;3400930570357;3400930570357;7.85;20;6.2800;6.0000;0.0000
RECTOPANBILINE;Gel rectal 6Unid/6g;VIATRIS MEDICAL;3089874;3400930898741;3400930898741;8.95;17;7.4285;1.0000;0.0000
RECTOPANBILINE;Suppositoires adulte Bte/10;VIATRIS MEDICAL;3352082;3400933520823;3400933520823;7.47;17;6.2001;1.0000;0.0000
PURSENNIDE;20mg Comprimés enrobés Bte/20;GSK - HALEON;3365788;3400933657888;3400933657888;5.96;20;4.7700;1.0000;0.0000
ULTRA-LEVURE;50mg gélules Bte/50;BIOCODEX (IPRAD);3259885;3400932598854;3400932598854;6.69;24;5.0844;12.0000;0.0000
ULTRA-LEVURE;200mg gélules Bte/30;BIOCODEX (IPRAD);3760740;3400937607407;3400937607407;14.17;24;10.7692;12.0000;0.0000
ULTRA-LEVURE;100mg Poudre pour suspension buvable Bte/20;BIOCODEX (IPRAD);3437944;3400934379444;3400934379444;6.38;24;4.8488;12.0000;0.0000
ULTRA-LEVURE;200mg gélules Bte/10;BIOCODEX (IPRAD);2209661;3400922096612;3400922096612;6.25;24;4.7500;12.0000;0.0000
COCCULINE;Granulés unidose Bte/6;BOIRON;3369929;3400933699291;3400933699291;10.05;19;8.1400;1.0000;0.0000
COCCULINE;Comprimés orodispersibles Bte/40;BOIRON;3956012;3400939560120;3400939560120;7.89;19;6.3900;1.0000;0.0000
ADIARIL;Sachets 7g Bte/10;NUTRICIA;7853154;3401278531543;8716900572272;4.49;0;4.4900;1.0000;0.0000
NAUSICALM;50mg Gélules Bte/14;BROTHIER;3359492;3400933594923;3400933594923;5.49;27;4.0100;1.0000;0.0000
NAUSICALM;Sirop Fl/150ml;BROTHIER;3276056;3400932760565;3400932760565;5.49;27;4.0100;1.0000;0.0000
MERCALM;Comprimés pelliculés sécables Bte/15;DERMOPHIL (MELISANA);3421481;3400934214813;3400934214813;5.65;17;4.6900;3.0000;0.0000
SMECTALIA;3g Poudre Orange suspension buvable Bte/18;MAYOLY PHARMA;4931379;3400949313792;3400949313792;4.85;14;4.1700;3.0000;0.0000
BEDELIX;3g Poudre pour suspension buvable 30Sach/3g;MAYOLY PHARMA;3229708;3400932297085;3400932297085;6.07;7;5.6500;3.0000;0.0000
IMODIUM ;Caps 2mg gélules Bte/12;KENVUE - JOHNSON ET JOHNSON;3857190;3400938571905;3400938571905;3.82;20;3.0560;12.0000;0.0000
IMODIUM ;Lingual 2mg lyophilisats oraux Bte/12;KENVUE - JOHNSON ET JOHNSON;3666679;3400936666795;3400936666795;6.54;20;5.2300;6.0000;0.0000
IMODIUM ;Liquicaps 2mg capsules molles Bte/12;KENVUE - JOHNSON ET JOHNSON;2180101;3400921801019;3400921801019;6.57;20;5.2560;10.0000;0.0000
L.107;Solution buvable Fl/30ml;LEHNING;2792620;3400927926204;3400927926204;9.1;16;7.6400;6.0000;0.0000
CARBOLEVURE;Gélules adulte Bte/30;PIERRE FABRE MEDICAL CARE;3309293;3400933092931;3400933092931;6.92;19;5.6052;1.0000;0.0000
LACTEOL;340mg Poudre pour suspension buvable sachets Bte/10;ADARE BIOME (DSM-FIRMENICH);3307360;3400933073602;3400933073602;6.12;24;4.6500;1.0000;0.0000
LACTEOL;340mg gélules Bte/10;ADARE BIOME (DSM-FIRMENICH);3484783;3400934847837;3400934847837;6.08;24;4.6200;1.0000;0.0000
GASTROCYNESINE;Comprimés Bte/60;BOIRON;3043056;3400930430569;3400930430569;9;19;7.2900;1.0000;0.0000
BLOXAIR;(DLC 3 MOIS) Solution buvable Fl/20ml;CHAUVIN BAUSCH & LOMB;5162109;3401551621091;4049649000763;8.85;27;3.5400;1.0000;0.0000
CARBOSYLANE;Gélule 48 doses Bte/96;GRIMBERG;3272443;3400932724437;3400932724437;7.14;18;5.8500;6.0000;0.0000
CHOPHYTOL;Comprimés enrobés Bte/180;MAYOLY PHARMA;3990405;3400939904054;3400939904054;9.41;19;7.6200;1.0000;0.0000
CHOLEO-DORON;Solution buvable Fl/30ml;WELEDA;3009114;3400930091142;3400930091142;7.9;17;6.5570;1.0000;0.0000
RENNIELIQUO;1g/10ml Suspension buvable ss sucre Bte/20;BAYER CONSUMER HEALTH;3438010;3400934380105;3400934380105;7.26;14;6.2400;6.0000;0.0000
NEXIUM CONTROL;20mg Cpr gastro-résistant Plq/14;GSK - HALEON;2765008;3400927650086;3400927650086;16.42;19;13.3000;0.0000;0.0000
GAVISCONELL;Suspension buvable sans sucre menthe 12Sach/10ml;RECKITT BENCKISER;3825451;3400938254518;3400938254518;7.12;20;5.6960;1.0000;0.0000
GAVISCONELL;Suspension buvable sans sucre menthe 24Sach/10ml;RECKITT BENCKISER;3385176;3400933851767;3400933851767;12.03;20;9.6200;1.0000;0.0000
ADVIL;200mg comprimés enrobés Bte/30;GSK - HALEON;3323152;3400933231521;3400933231521;4.68;18;3.8400;6.0000;0.0000
ADVIL;400mg comprimés enrobés Bte/14;GSK - HALEON;3817115;3400938171150;3400938171150;5.01;18;4.1082;6.0000;0.0000
ADVILCAPS;400mg capsules molles Bte/14;GSK - HALEON;3828662;3400938286625;3400938286625;6.02;18;4.9364;6.0000;0.0000
ADVILCAPS;200mg capsules molles Bte/16;GSK - HALEON;3816297;3400938162974;3400938162974;4.17;18;3.4200;6.0000;0.0000
NUROFEN ;200mg Comprimés enrobés Bte/30;RECKITT BENCKISER;3841421;3400938414219;3400938414219;5.4484;20;4.3587;1.0000;0.0000
NUROFEN ;200mg Comprimés enrobés Bte/20;RECKITT BENCKISER;3396435;3400933964351;3400933964351;4.05;20;3.2400;1.0000;0.0000
NUROFEN ;400mg Comprimés enrobés Bte/12;RECKITT BENCKISER;3686498;3400936864986;3400936864986;5.31;20;4.2500;1.0000;0.0000
NUROFEN ;Flash 400mg comprimés pelliculés Bte/12;RECKITT BENCKISER;3676057;3400936760578;3400936760578;6.258;20;5.0064;1.0000;0.0000
NUROFEN ;Flash 200mg comprimés pelliculés Bte/12;RECKITT BENCKISER;3675247;3400936752474;3400936752474;4.1976;20;3.3581;1.0000;0.0000
NUROFEN ;Tabs 200mg comprimés orodispersibles Bte/12;RECKITT BENCKISER;3605301;3400936053014;3400936053014;6.5826;20;5.2600;1.0000;0.0000
NUROFEN ;Caps 400mg capsules molles Bte/10;RECKITT BENCKISER;2213384;3400922133843;3400922133843;6.16;20;4.9300;1.0000;0.0000
SPEDIFEN;200mg comprimés Bte/20;ZAMBON;3608133;3400936081338;3400936081338;3.53;22;2.7500;1.0000;0.0000
SPEDIFEN;400mg Comprimés pelliculés Bte/12;ZAMBON;3625189;3400936251892;3400936251892;4.55;22;3.5500;1.0000;0.0000
SPEDIFEN;400mg granulés pour solution buvable Sach/12;ZAMBON;3525105;3400935251053;3400935251053;5.29;22;4.1300;1.0000;0.0000
CYCLO 3;Fort gélules Pl/60;PIERRE FABRE MEDICAL CARE;3303876;3400933038762;3400933038762;14.05;24;10.6780;1.0000;0.0000
PIASCLEDINE;300 gélules Bte/30;EXPANSCIENCE;3594135;3400935941350;3400935941350;22.16;28;15.9600;1.0000;0.0000
SYNTHOLKINE;Patch chauffant grand format Bte/4;EG LABO;2955157;;3094904501142;12.92;22;10.0800;1.0000;0.0000
SYNTHOLKINE;Patch chauffant petit format Bte/4;EG LABO;2955163;;3094904501135;10.41;22;8.1200;1.0000;0.0000
BAUME AROMA;Crème Tube/50g;MAYOLY PHARMA;3006517;3400930065174;3400930065174;5.6;19;4.5400;3.0000;0.0000
BIOFREEZE+;Gel antalgique effet froid Tube/118ml;BIOFREEZE;;731124402677;731124402677;11.09;14;9.5400;1.0000;0.0000
FOUCAUD;Lotion friction revitalisante corps flacon verre /250ml;EA PHARMA;6402969;3401564029693;3534190002010;19.6;23;15.0900;1.0000;0.0000
FOUCAUD;Lotion friction SPORT revitalisante corps Fl/200ml;EA PHARMA;6517744;;3534190004854;11.7;24;8.8900;1.0000;0.0000
SYNTHOL;Solution application cutanée Fl/225ml;EG LABO;3102882;3400931028826;3400931028826;8.49;15;7.2200;1.0000;0.0000
SYNTHOLKINE;Patch chauffant petit format Bte/2;EG LABO;4555290;3401045552900;3094904555299;6.58;23;5.0700;1.0000;0.0000
SYNTHOL;Gel Tube/75g;EG LABO;3802214;3400938022148;3400938022148;6.99;15;5.9400;1.0000;0.0000
SYNTHOLKINE;Patch chauffant grand format Bte/2;EG LABO;9722114;3401097221144;3094904500053;8.38;22;6.5400;1.0000;0.0000
SYNTHOLKINE;RUPTURE LABO (INDETERMINEE) Gel tension musculaire Roll-on/50ml;EG LABO;9753155;3401097531557;3094904500077;9.05;22;7.0590;1.0000;0.0000
SYNTHOLKINE;RUPTURE LABO (INDETERMINEE) Crème gel de massage bien-être Fl pompe/75ml;EG LABO;9929163;3401599291638;3094904500404;8.24;22;6.4272;1.0000;0.0000
ARNICA COMPLEXE n°01;Solution buvable en gouttes Fl/30ml;LEHNING;3370128;3400933701284;3400933701284;9.1;16;7.6400;3.0000;0.0000
BAUME AROMA;Crème Tube/100g;MAYOLY PHARMA;3841438;3400938414387;3400938414387;8.51;19;6.8900;3.0000;0.0000
OSMOGEL;Gel application locale Tube/90g;PROCTER & GAMBLE HEALTH;3076417;3400930764176;3400930764176;10.42;24;7.9192;3.0000;0.0000
SAINT-BERNARD;Baume Tube/100g;PROCTER & GAMBLE HEALTH;3415517;3400934155178;3400934155178;13.61;24;10.3400;6.0000;0.0000
SAINT-BERNARD;Emplâtre américain 15x22cm;PROCTER & GAMBLE HEALTH;7037035;3401370370354;3401370370354;9.45;24;7.1800;6.0000;0.0000
VOLTARENACTIGO;Intense 2% gel Tube/30g;GSK - HALEON;2740758;3400927407581;3400927407581;7.2;19;5.8300;1.0000;0.0000
CLIPTOL;Gel application locale Tube/50g;PIERRE FABRE MEDICAL CARE;3484524;3400934845246;3400934845246;4.68;26;3.4600;1.0000;0.0000
LAROSCORBINE;1g Effervescents sans sucre 2Tubes/15 cpr;BAYER CONSUMER HEALTH;3544634;3400935446343;3400935446343;9.13;14;7.8500;10.0000;0.0000
OLIGOSOL;Cuivre-Or-Argent Fl/60ml;EA PHARMA;3075079;3400930750797;3400930750797;8.1;19;6.5600;1.0000;0.0000
BION 3;Vitalité comprimés Bte/30;PROCTER & GAMBLE HEALTH;9946055;3401599460553;3401599460553;22.9;24;17.4000;3.0000;0.0000
BION 3;Junior Défense à croquer framboise Bte/30 cpr;PROCTER & GAMBLE HEALTH;4629404;3401546294040;3401546294040;19.5;24;14.8200;6.0000;0.0000
BION 3;Adulte Défense Bte/60 cpr;PROCTER & GAMBLE HEALTH;4336263;3401543362636;3401543362636;36.7;24;27.8900;3.0000;0.0000
BION 3;Vitalié 50+ comprimés Bte/60;PROCTER & GAMBLE HEALTH;4352486;3401543524867;3401543524867;40.4;24;30.7040;0.0000;0.0000
BION 3;Adulte Défense Bte/30 cpr;PROCTER & GAMBLE HEALTH;7761819;3401377618190;3401377618190;22.9;24;17.4000;6.0000;0.0000
BION 3;Vitalité 50+ comprimés Bte/30;PROCTER & GAMBLE HEALTH;7775075;3401377750753;3401377750753;25.1;24;19.0760;0.0000;0.0000
REVITALOSE;Solution buvable sans sucre 14Amp/5ml;PIERRE FABRE MEDICAL CARE;3357300;3400933573003;3400933573003;12.51;16;10.5084;1.0000;0.0000
SUPRADYN BOOST;Comprimé effervescent Bte/20;BAYER CONSUMER HEALTH;4665251;3401546652512;3401546652512;14.31;14;12.3100;5.0000;0.0000
BEROCCA BOOST;Comprimés effervescents Bte/20;BAYER CONSUMER HEALTH;5360602;3401553606027;3401553606027;14.38;14;12.3700;2.0000;0.0000
SUPRADYN INTENSIA;Comprimés effervescents Bte/30;BAYER CONSUMER HEALTH;7759892;3401577598926;3401577598926;16.02;14;13.7800;5.0000;0.0000
SUPRADYN INTENSIA;Comprimés Bte/30;BAYER CONSUMER HEALTH;7834702;3401578347028;3401578347028;16.02;14;13.7800;6.0000;0.0000
ISOXAN ACTIFLASH;Comprimés effervescents Bte/28;NHS MENARINI;9530892;3401595308927;3401595308927;15.61;34;10.3000;1.0000;0.0000
ISOXAN ENDURANCE;(DLC 6 MOIS) Comprimés à avaler Bte/20;NHS MENARINI;4071190;3401540711901;3401540711901;16.2;34;8.1000;1.0000;0.0000
ARCALION;200mg comprimés enrobés Bte/30;SERVIER;3140888;3400931408888;3400931408888;10.31;22;8.0400;1.0000;0.0000
